,ID,Name,Date,Time,Status,Latitude,Longitude,Maximum Wind
47183,AL132011,                LEE,2011-09-02,600, TD,26.9N,91.4W,30
47184,AL132011,                LEE,2011-09-02,1200, TS,27.2N,91.4W,35
47185,AL132011,                LEE,2011-09-02,1800, TS,27.5N,91.4W,40
47186,AL132011,                LEE,2011-09-03,0, TS,28.0N,91.5W,40
47187,AL132011,                LEE,2011-09-03,600, TS,28.5N,91.8W,45
47188,AL132011,                LEE,2011-09-03,1200, SS,29.0N,92.0W,50
47189,AL132011,                LEE,2011-09-03,1800, SS,29.2N,92.2W,45
47190,AL132011,                LEE,2011-09-04,0, SS,29.4N,92.5W,40
47191,AL132011,                LEE,2011-09-04,600, SS,29.5N,92.5W,40
47192,AL132011,                LEE,2011-09-04,900, SS,29.5N,92.2W,40
47193,AL132011,                LEE,2011-09-04,1030, SS,29.6N,92.1W,40
47194,AL132011,                LEE,2011-09-04,1200, SS,29.7N,92.0W,35
47195,AL132011,                LEE,2011-09-04,1800, SS,30.3N,91.8W,35
47196,AL132011,                LEE,2011-09-05,0, SS,30.4N,91.6W,35
47197,AL132011,                LEE,2011-09-05,600, EX,30.4N,91.4W,35
47198,AL132011,                LEE,2011-09-05,1200, EX,30.6N,90.1W,40
47199,AL132011,                LEE,2011-09-05,1800, EX,31.5N,88.3W,40
47200,AL132011,                LEE,2011-09-06,0, EX,32.6N,86.5W,30
47201,AL132011,                LEE,2011-09-06,600, EX,33.4N,85.3W,20
47202,AL132011,                LEE,2011-09-06,1200, EX,34.2N,85.1W,15
47203,AL132011,                LEE,2011-09-06,1800, EX,34.9N,85.3W,15
47204,AL142011,              MARIA,2011-09-06,1800, TD,11.5N,35.9W,30
47205,AL142011,              MARIA,2011-09-07,0, TS,11.9N,37.5W,35
47206,AL142011,              MARIA,2011-09-07,600, TS,12.3N,39.1W,40
47207,AL142011,              MARIA,2011-09-07,1200, TS,12.8N,41.0W,45
47208,AL142011,              MARIA,2011-09-07,1800, TS,13.0N,43.0W,45
47209,AL142011,              MARIA,2011-09-08,0, TS,13.2N,45.2W,45
47210,AL142011,              MARIA,2011-09-08,600, TS,13.2N,47.7W,45
47211,AL142011,              MARIA,2011-09-08,1200, TS,13.0N,50.1W,40
47212,AL142011,              MARIA,2011-09-08,1800, TS,13.2N,52.1W,40
47213,AL142011,              MARIA,2011-09-09,0, TS,13.5N,53.7W,40
47214,AL142011,              MARIA,2011-09-09,600, TS,13.9N,55.2W,40
47215,AL142011,              MARIA,2011-09-09,1200, DB,14.3N,56.6W,45
47216,AL142011,              MARIA,2011-09-09,1800, DB,14.9N,57.9W,45
47217,AL142011,              MARIA,2011-09-10,0, DB,15.4N,59.0W,45
47218,AL142011,              MARIA,2011-09-10,600, DB,16.0N,60.0W,45
47219,AL142011,              MARIA,2011-09-10,1200, TS,16.9N,61.1W,45
47220,AL142011,              MARIA,2011-09-10,1800, TS,17.8N,62.0W,45
47221,AL142011,              MARIA,2011-09-11,0, TS,18.3N,62.7W,45
47222,AL142011,              MARIA,2011-09-11,600, TS,18.7N,63.4W,50
47223,AL142011,              MARIA,2011-09-11,1200, TS,19.1N,64.1W,50
47224,AL142011,              MARIA,2011-09-11,1800, TS,19.6N,64.7W,50
47225,AL142011,              MARIA,2011-09-12,0, TS,20.0N,65.3W,50
47226,AL142011,              MARIA,2011-09-12,600, TS,20.4N,66.1W,50
47227,AL142011,              MARIA,2011-09-12,1200, TS,20.6N,66.9W,50
47228,AL142011,              MARIA,2011-09-12,1800, TS,20.8N,67.1W,50
47229,AL142011,              MARIA,2011-09-13,0, TS,21.0N,67.3W,45
47230,AL142011,              MARIA,2011-09-13,600, TS,21.3N,67.5W,45
47231,AL142011,              MARIA,2011-09-13,1200, TS,21.7N,67.7W,45
47232,AL142011,              MARIA,2011-09-13,1800, TS,22.3N,68.0W,45
47233,AL142011,              MARIA,2011-09-14,0, TS,23.1N,68.5W,45
47234,AL142011,              MARIA,2011-09-14,600, TS,23.9N,69.0W,50
47235,AL142011,              MARIA,2011-09-14,1200, TS,24.7N,69.3W,50
47236,AL142011,              MARIA,2011-09-14,1800, TS,25.8N,69.3W,55
47237,AL142011,              MARIA,2011-09-15,0, TS,27.2N,68.9W,60
47238,AL142011,              MARIA,2011-09-15,600, TS,28.8N,68.4W,60
47239,AL142011,              MARIA,2011-09-15,1200, TS,30.9N,67.8W,60
47240,AL142011,              MARIA,2011-09-15,1800, HU,33.7N,66.9W,65
47241,AL142011,              MARIA,2011-09-16,0, HU,36.8N,64.8W,70
47242,AL142011,              MARIA,2011-09-16,600, HU,39.8N,62.1W,70
47243,AL142011,              MARIA,2011-09-16,1200, HU,42.9N,58.2W,65
47244,AL142011,              MARIA,2011-09-16,1800, TS,46.7N,53.9W,60
47245,AL142011,              MARIA,2011-09-16,1830, TS,47.0N,53.5W,60
47246,AL152011,               NATE,2011-09-06,1800, LO,20.3N,93.9W,30
47247,AL152011,               NATE,2011-09-07,0, LO,20.3N,93.7W,30
47248,AL152011,               NATE,2011-09-07,600, LO,20.3N,93.3W,30
47249,AL152011,               NATE,2011-09-07,1200, LO,20.3N,92.9W,35
47250,AL152011,               NATE,2011-09-07,1800, TS,20.3N,92.6W,40
47251,AL152011,               NATE,2011-09-08,0, TS,20.2N,92.5W,45
47252,AL152011,               NATE,2011-09-08,600, TS,20.1N,92.4W,50
47253,AL152011,               NATE,2011-09-08,1200, TS,19.9N,92.3W,55
47254,AL152011,               NATE,2011-09-08,1800, HU,19.7N,92.3W,65
47255,AL152011,               NATE,2011-09-09,0, HU,19.7N,92.1W,65
47256,AL152011,               NATE,2011-09-09,600, TS,19.9N,92.2W,55
47257,AL152011,               NATE,2011-09-09,1200, TS,20.0N,92.4W,50
47258,AL152011,               NATE,2011-09-09,1800, TS,20.0N,92.7W,45
47259,AL152011,               NATE,2011-09-10,0, TS,20.0N,93.0W,45
47260,AL152011,               NATE,2011-09-10,600, TS,20.0N,93.4W,45
47261,AL152011,               NATE,2011-09-10,1200, TS,20.1N,93.8W,50
47262,AL152011,               NATE,2011-09-10,1800, TS,20.1N,94.2W,55
47263,AL152011,               NATE,2011-09-11,0, TS,20.1N,94.7W,55
47264,AL152011,               NATE,2011-09-11,600, TS,20.0N,95.4W,50
47265,AL152011,               NATE,2011-09-11,1200, TS,20.3N,96.4W,40
47266,AL152011,               NATE,2011-09-11,1600, TS,20.5N,97.0W,40
47267,AL152011,               NATE,2011-09-11,1800, TS,20.5N,97.2W,35
47268,AL152011,               NATE,2011-09-12,0, LO,20.5N,97.8W,25
47269,AL162011,            OPHELIA,2011-09-20,600, LO,11.6N,37.0W,25
47270,AL162011,            OPHELIA,2011-09-20,1200, LO,11.9N,37.7W,25
47271,AL162011,            OPHELIA,2011-09-20,1800, TD,12.2N,38.6W,30
47272,AL162011,            OPHELIA,2011-09-21,0, TS,12.5N,39.7W,40
47273,AL162011,            OPHELIA,2011-09-21,600, TS,12.7N,41.1W,45
47274,AL162011,            OPHELIA,2011-09-21,1200, TS,12.9N,42.6W,50
47275,AL162011,            OPHELIA,2011-09-21,1800, TS,13.1N,44.1W,50
47276,AL162011,            OPHELIA,2011-09-22,0, TS,13.3N,45.2W,50
47277,AL162011,            OPHELIA,2011-09-22,600, TS,13.5N,46.3W,55
47278,AL162011,            OPHELIA,2011-09-22,1200, TS,13.7N,47.3W,55
47279,AL162011,            OPHELIA,2011-09-22,1800, TS,13.9N,48.3W,50
47280,AL162011,            OPHELIA,2011-09-23,0, TS,14.1N,49.4W,45
47281,AL162011,            OPHELIA,2011-09-23,600, TS,14.4N,50.5W,40
47282,AL162011,            OPHELIA,2011-09-23,1200, TS,14.7N,51.7W,45
47283,AL162011,            OPHELIA,2011-09-23,1800, TS,15.2N,52.9W,50
47284,AL162011,            OPHELIA,2011-09-24,0, TS,15.8N,54.0W,45
47285,AL162011,            OPHELIA,2011-09-24,600, TS,16.5N,54.8W,45
47286,AL162011,            OPHELIA,2011-09-24,1200, TS,17.2N,55.9W,45
47287,AL162011,            OPHELIA,2011-09-24,1800, TS,17.6N,57.0W,40
47288,AL162011,            OPHELIA,2011-09-25,0, TS,17.9N,58.0W,40
47289,AL162011,            OPHELIA,2011-09-25,600, TS,18.2N,59.0W,35
47290,AL162011,            OPHELIA,2011-09-25,1200, LO,18.4N,59.8W,30
47291,AL162011,            OPHELIA,2011-09-25,1800, LO,18.6N,60.5W,30
47292,AL162011,            OPHELIA,2011-09-26,0, DB,18.5N,60.8W,25
47293,AL162011,            OPHELIA,2011-09-26,600, DB,18.3N,60.7W,25
47294,AL162011,            OPHELIA,2011-09-26,1200, DB,18.0N,60.5W,25
47295,AL162011,            OPHELIA,2011-09-26,1800, DB,17.8N,60.2W,25
47296,AL162011,            OPHELIA,2011-09-27,0, DB,17.6N,59.9W,25
47297,AL162011,            OPHELIA,2011-09-27,600, DB,17.6N,59.5W,25
47298,AL162011,            OPHELIA,2011-09-27,1200, TD,17.8N,59.3W,25
47299,AL162011,            OPHELIA,2011-09-27,1800, TD,18.0N,59.4W,25
47300,AL162011,            OPHELIA,2011-09-28,0, TD,18.1N,59.5W,30
47301,AL162011,            OPHELIA,2011-09-28,600, TS,18.2N,59.6W,40
47302,AL162011,            OPHELIA,2011-09-28,1200, TS,18.4N,59.8W,40
47303,AL162011,            OPHELIA,2011-09-28,1800, TS,18.7N,60.1W,45
47304,AL162011,            OPHELIA,2011-09-29,0, TS,19.1N,60.5W,50
47305,AL162011,            OPHELIA,2011-09-29,600, TS,19.6N,60.9W,55
47306,AL162011,            OPHELIA,2011-09-29,1200, TS,20.2N,61.4W,55
47307,AL162011,            OPHELIA,2011-09-29,1800, HU,21.0N,61.9W,65
47308,AL162011,            OPHELIA,2011-09-30,0, HU,21.6N,62.3W,70
47309,AL162011,            OPHELIA,2011-09-30,600, HU,22.4N,62.7W,85
47310,AL162011,            OPHELIA,2011-09-30,1200, HU,23.4N,63.0W,95
47311,AL162011,            OPHELIA,2011-09-30,1800, HU,24.6N,63.3W,100
47312,AL162011,            OPHELIA,2011-10-01,0, HU,25.9N,63.3W,105
47313,AL162011,            OPHELIA,2011-10-01,600, HU,27.3N,63.2W,105
47314,AL162011,            OPHELIA,2011-10-01,1200, HU,28.9N,63.1W,105
47315,AL162011,            OPHELIA,2011-10-01,1800, HU,30.7N,62.9W,110
47316,AL162011,            OPHELIA,2011-10-02,0, HU,32.8N,62.5W,120
47317,AL162011,            OPHELIA,2011-10-02,600, HU,35.0N,62.1W,110
47318,AL162011,            OPHELIA,2011-10-02,1200, HU,37.4N,61.6W,105
47319,AL162011,            OPHELIA,2011-10-02,1800, HU,40.1N,60.8W,90
47320,AL162011,            OPHELIA,2011-10-03,0, HU,42.8N,59.6W,70
47321,AL162011,            OPHELIA,2011-10-03,600, TS,45.4N,57.6W,60
47322,AL162011,            OPHELIA,2011-10-03,1000, EX,46.9N,55.4W,60
47323,AL162011,            OPHELIA,2011-10-03,1200, EX,47.4N,54.0W,50
47324,AL162011,            OPHELIA,2011-10-03,1800, EX,48.9N,49.2W,45
47325,AL162011,            OPHELIA,2011-10-04,0, EX,49.9N,43.6W,40
47326,AL162011,            OPHELIA,2011-10-04,600, EX,50.6N,37.8W,40
47327,AL162011,            OPHELIA,2011-10-04,1200, EX,51.3N,31.9W,40
47328,AL172011,           PHILIPPE,2011-09-23,0, LO,8.3N,17.5W,20
47329,AL172011,           PHILIPPE,2011-09-23,600, LO,8.6N,19.1W,20
47330,AL172011,           PHILIPPE,2011-09-23,1200, LO,9.0N,20.6W,25
47331,AL172011,           PHILIPPE,2011-09-23,1800, LO,9.5N,22.0W,25
47332,AL172011,           PHILIPPE,2011-09-24,0, LO,10.4N,23.3W,30
47333,AL172011,           PHILIPPE,2011-09-24,600, TD,11.0N,24.7W,30
47334,AL172011,           PHILIPPE,2011-09-24,1200, TS,11.1N,26.1W,35
47335,AL172011,           PHILIPPE,2011-09-24,1800, TS,11.2N,27.3W,35
47336,AL172011,           PHILIPPE,2011-09-25,0, TS,11.5N,28.4W,35
47337,AL172011,           PHILIPPE,2011-09-25,600, TS,12.1N,29.4W,40
47338,AL172011,           PHILIPPE,2011-09-25,1200, TS,12.7N,30.3W,40
47339,AL172011,           PHILIPPE,2011-09-25,1800, TS,13.2N,31.2W,45
47340,AL172011,           PHILIPPE,2011-09-26,0, TS,13.8N,32.1W,45
47341,AL172011,           PHILIPPE,2011-09-26,600, TS,14.4N,33.0W,45
47342,AL172011,           PHILIPPE,2011-09-26,1200, TS,14.9N,33.6W,50
47343,AL172011,           PHILIPPE,2011-09-26,1800, TS,15.3N,34.1W,50
47344,AL172011,           PHILIPPE,2011-09-27,0, TS,15.4N,34.4W,45
47345,AL172011,           PHILIPPE,2011-09-27,600, TS,15.5N,34.7W,45
47346,AL172011,           PHILIPPE,2011-09-27,1200, TS,15.6N,35.2W,40
47347,AL172011,           PHILIPPE,2011-09-27,1800, TS,15.7N,35.8W,35
47348,AL172011,           PHILIPPE,2011-09-28,0, TD,15.8N,36.6W,30
47349,AL172011,           PHILIPPE,2011-09-28,600, TD,16.0N,37.4W,30
47350,AL172011,           PHILIPPE,2011-09-28,1200, TS,16.2N,38.4W,35
47351,AL172011,           PHILIPPE,2011-09-28,1800, TS,16.6N,39.4W,40
47352,AL172011,           PHILIPPE,2011-09-29,0, TS,17.1N,40.5W,40
47353,AL172011,           PHILIPPE,2011-09-29,600, TS,17.8N,41.5W,45
47354,AL172011,           PHILIPPE,2011-09-29,1200, TS,18.7N,42.3W,45
47355,AL172011,           PHILIPPE,2011-09-29,1800, TS,19.7N,43.0W,45
47356,AL172011,           PHILIPPE,2011-09-30,0, TS,20.7N,43.6W,40
47357,AL172011,           PHILIPPE,2011-09-30,600, TS,21.7N,44.2W,40
47358,AL172011,           PHILIPPE,2011-09-30,1200, TS,22.5N,44.8W,45
47359,AL172011,           PHILIPPE,2011-09-30,1800, TS,23.2N,45.6W,45
47360,AL172011,           PHILIPPE,2011-10-01,0, TS,23.8N,46.3W,50
47361,AL172011,           PHILIPPE,2011-10-01,600, TS,24.1N,47.0W,55
47362,AL172011,           PHILIPPE,2011-10-01,1200, TS,24.4N,47.6W,60
47363,AL172011,           PHILIPPE,2011-10-01,1800, TS,24.8N,48.4W,60
47364,AL172011,           PHILIPPE,2011-10-02,0, TS,25.2N,49.3W,60
47365,AL172011,           PHILIPPE,2011-10-02,600, TS,25.8N,50.3W,50
47366,AL172011,           PHILIPPE,2011-10-02,1200, TS,26.2N,51.2W,40
47367,AL172011,           PHILIPPE,2011-10-02,1800, TS,26.3N,52.3W,40
47368,AL172011,           PHILIPPE,2011-10-03,0, TS,26.2N,53.2W,45
47369,AL172011,           PHILIPPE,2011-10-03,600, TS,25.6N,54.0W,50
47370,AL172011,           PHILIPPE,2011-10-03,1200, TS,24.9N,54.8W,55
47371,AL172011,           PHILIPPE,2011-10-03,1800, TS,24.3N,55.6W,60
47372,AL172011,           PHILIPPE,2011-10-04,0, HU,23.8N,56.6W,65
47373,AL172011,           PHILIPPE,2011-10-04,600, HU,23.7N,57.7W,65
47374,AL172011,           PHILIPPE,2011-10-04,1200, TS,23.8N,58.7W,60
47375,AL172011,           PHILIPPE,2011-10-04,1800, TS,24.0N,59.6W,60
47376,AL172011,           PHILIPPE,2011-10-05,0, TS,24.3N,60.2W,60
47377,AL172011,           PHILIPPE,2011-10-05,600, TS,24.7N,60.7W,60
47378,AL172011,           PHILIPPE,2011-10-05,1200, TS,25.2N,61.0W,55
47379,AL172011,           PHILIPPE,2011-10-05,1800, TS,25.5N,61.1W,55
47380,AL172011,           PHILIPPE,2011-10-06,0, TS,25.9N,61.1W,60
47381,AL172011,           PHILIPPE,2011-10-06,600, HU,26.5N,61.0W,65
47382,AL172011,           PHILIPPE,2011-10-06,1200, HU,27.4N,60.4W,70
47383,AL172011,           PHILIPPE,2011-10-06,1800, HU,28.2N,59.7W,80
47384,AL172011,           PHILIPPE,2011-10-07,0, HU,28.7N,58.8W,80
47385,AL172011,           PHILIPPE,2011-10-07,600, HU,29.0N,57.7W,80
47386,AL172011,           PHILIPPE,2011-10-07,1200, HU,29.3N,56.5W,80
47387,AL172011,           PHILIPPE,2011-10-07,1800, HU,29.7N,55.1W,70
47388,AL172011,           PHILIPPE,2011-10-08,0, HU,30.1N,53.5W,65
47389,AL172011,           PHILIPPE,2011-10-08,600, TS,30.9N,51.4W,60
47390,AL172011,           PHILIPPE,2011-10-08,1200, TS,32.3N,48.7W,60
47391,AL172011,           PHILIPPE,2011-10-08,1800, EX,34.4N,46.0W,50
47392,AL172011,           PHILIPPE,2011-10-09,0, EX,37.5N,43.6W,45
47393,AL182011,               RINA,2011-10-22,0, LO,12.7N,81.0W,25
47394,AL182011,               RINA,2011-10-22,600, LO,12.7N,81.2W,25
47395,AL182011,               RINA,2011-10-22,1200, LO,12.9N,81.4W,25
47396,AL182011,               RINA,2011-10-22,1800, LO,13.2N,81.4W,25
47397,AL182011,               RINA,2011-10-23,0, LO,13.6N,81.4W,25
47398,AL182011,               RINA,2011-10-23,600, TD,14.2N,81.4W,25
47399,AL182011,               RINA,2011-10-23,1200, TD,14.8N,81.5W,25
47400,AL182011,               RINA,2011-10-23,1800, TD,15.5N,81.7W,30
47401,AL182011,               RINA,2011-10-24,0, TS,16.0N,81.9W,35
47402,AL182011,               RINA,2011-10-24,600, TS,16.5N,82.2W,40
47403,AL182011,               RINA,2011-10-24,1200, TS,16.9N,82.6W,50
47404,AL182011,               RINA,2011-10-24,1800, HU,17.1N,83.0W,65
47405,AL182011,               RINA,2011-10-25,0, HU,17.2N,83.2W,75
47406,AL182011,               RINA,2011-10-25,600, HU,17.3N,83.5W,90
47407,AL182011,               RINA,2011-10-25,1200, HU,17.3N,83.8W,95
47408,AL182011,               RINA,2011-10-25,1800, HU,17.3N,84.2W,100
47409,AL182011,               RINA,2011-10-26,0, HU,17.4N,84.6W,100
47410,AL182011,               RINA,2011-10-26,600, HU,17.5N,85.0W,100
47411,AL182011,               RINA,2011-10-26,1200, HU,17.7N,85.4W,85
47412,AL182011,               RINA,2011-10-26,1800, HU,18.0N,85.8W,80
47413,AL182011,               RINA,2011-10-27,0, HU,18.3N,86.3W,80
47414,AL182011,               RINA,2011-10-27,600, HU,18.6N,86.7W,65
47415,AL182011,               RINA,2011-10-27,1200, TS,19.0N,86.9W,60
47416,AL182011,               RINA,2011-10-27,1800, TS,19.5N,87.1W,60
47417,AL182011,               RINA,2011-10-28,0, TS,20.2N,87.2W,55
47418,AL182011,               RINA,2011-10-28,200, TS,20.5N,87.2W,50
47419,AL182011,               RINA,2011-10-28,600, TS,20.9N,87.1W,50
47420,AL182011,               RINA,2011-10-28,1200, TS,21.4N,86.9W,40
47421,AL182011,               RINA,2011-10-28,1800, LO,21.7N,86.4W,25
47422,AL182011,               RINA,2011-10-29,0, LO,21.8N,85.3W,20
47423,AL182011,               RINA,2011-10-29,600, LO,21.5N,84.2W,20
47424,AL192011,               SEAN,2011-11-06,0, EX,28.5N,70.0W,45
47425,AL192011,               SEAN,2011-11-06,600, EX,28.5N,69.2W,45
47426,AL192011,               SEAN,2011-11-06,1200, EX,28.4N,68.8W,45
47427,AL192011,               SEAN,2011-11-06,1800, EX,28.0N,68.5W,45
47428,AL192011,               SEAN,2011-11-07,0, EX,27.9N,68.6W,45
47429,AL192011,               SEAN,2011-11-07,600, EX,27.7N,68.7W,40
47430,AL192011,               SEAN,2011-11-07,1200, EX,27.5N,69.0W,40
47431,AL192011,               SEAN,2011-11-07,1800, LO,27.6N,69.3W,40
47432,AL192011,               SEAN,2011-11-08,0, LO,27.6N,69.6W,40
47433,AL192011,               SEAN,2011-11-08,600, SS,27.7N,69.8W,40
47434,AL192011,               SEAN,2011-11-08,1200, SS,27.8N,70.0W,45
47435,AL192011,               SEAN,2011-11-08,1800, TS,27.8N,70.0W,45
47436,AL192011,               SEAN,2011-11-09,0, TS,27.8N,70.1W,45
47437,AL192011,               SEAN,2011-11-09,600, TS,27.8N,70.2W,50
47438,AL192011,               SEAN,2011-11-09,1200, TS,27.9N,70.4W,55
47439,AL192011,               SEAN,2011-11-09,1800, TS,28.3N,70.6W,55
47440,AL192011,               SEAN,2011-11-10,0, TS,29.0N,70.7W,55
47441,AL192011,               SEAN,2011-11-10,600, TS,29.7N,70.9W,55
47442,AL192011,               SEAN,2011-11-10,1200, TS,30.2N,70.7W,55
47443,AL192011,               SEAN,2011-11-10,1800, TS,30.5N,70.0W,55
47444,AL192011,               SEAN,2011-11-11,0, TS,31.0N,69.0W,55
47445,AL192011,               SEAN,2011-11-11,600, TS,32.2N,67.2W,50
47446,AL192011,               SEAN,2011-11-11,1200, TS,33.4N,65.3W,45
47447,AL192011,               SEAN,2011-11-11,1800, TS,34.8N,62.6W,40
47448,AL192011,               SEAN,2011-11-12,0, EX,35.9N,59.4W,35
47449,AL192011,               SEAN,2011-11-12,600, EX,38.0N,57.2W,35
47450,AL192011,               SEAN,2011-11-12,1200, EX,40.0N,55.0W,35
47451,AL192011,               SEAN,2011-11-12,1800, EX,42.5N,52.4W,35
47452,AL202011,            UNNAMED,2011-08-31,1200, LO,37.1N,64.3W,25
47453,AL202011,            UNNAMED,2011-08-31,1800, LO,37.1N,64.1W,25
47454,AL202011,            UNNAMED,2011-09-01,0, TD,37.3N,63.9W,25
47455,AL202011,            UNNAMED,2011-09-01,600, TD,37.4N,63.7W,30
47456,AL202011,            UNNAMED,2011-09-01,1200, TS,37.4N,63.7W,40
47457,AL202011,            UNNAMED,2011-09-01,1800, TS,37.4N,63.8W,35
47458,AL202011,            UNNAMED,2011-09-02,0, TS,37.5N,63.8W,35
47459,AL202011,            UNNAMED,2011-09-02,600, TS,37.8N,63.7W,40
47460,AL202011,            UNNAMED,2011-09-02,1200, TS,38.0N,62.8W,40
47461,AL202011,            UNNAMED,2011-09-02,1800, TS,39.0N,61.8W,35
47462,AL202011,            UNNAMED,2011-09-03,0, EX,40.0N,60.7W,30
47463,AL202011,            UNNAMED,2011-09-03,600, EX,41.0N,59.9W,30
47464,AL202011,            UNNAMED,2011-09-03,1200, EX,42.0N,59.2W,30
47465,AL202011,            UNNAMED,2011-09-03,1800, EX,42.4N,57.8W,30
47466,AL012012,            ALBERTO,2012-05-19,0, LO,33.1N,77.0W,25
47467,AL012012,            ALBERTO,2012-05-19,600, TD,32.8N,77.1W,30
47468,AL012012,            ALBERTO,2012-05-19,1200, TS,32.5N,77.3W,40
47469,AL012012,            ALBERTO,2012-05-19,1800, TS,32.3N,77.6W,45
47470,AL012012,            ALBERTO,2012-05-20,0, TS,32.1N,78.1W,50
47471,AL012012,            ALBERTO,2012-05-20,600, TS,31.9N,78.7W,45
47472,AL012012,            ALBERTO,2012-05-20,1200, TS,31.5N,79.5W,40
47473,AL012012,            ALBERTO,2012-05-20,1800, TS,31.1N,79.9W,40
47474,AL012012,            ALBERTO,2012-05-21,0, TS,30.7N,80.1W,35
47475,AL012012,            ALBERTO,2012-05-21,600, TS,30.4N,79.8W,35
47476,AL012012,            ALBERTO,2012-05-21,1200, TS,30.4N,79.1W,35
47477,AL012012,            ALBERTO,2012-05-21,1800, TS,30.5N,78.3W,35
47478,AL012012,            ALBERTO,2012-05-22,0, TS,30.7N,77.1W,35
47479,AL012012,            ALBERTO,2012-05-22,600, TS,31.5N,76.1W,35
47480,AL012012,            ALBERTO,2012-05-22,1200, LO,32.5N,74.7W,30
47481,AL012012,            ALBERTO,2012-05-22,1800, LO,33.4N,73.4W,30
47482,AL012012,            ALBERTO,2012-05-23,0, LO,34.1N,71.9W,25
47483,AL012012,            ALBERTO,2012-05-23,600, LO,34.9N,70.1W,25
47484,AL012012,            ALBERTO,2012-05-23,1200, LO,35.5N,67.9W,25
47485,AL012012,            ALBERTO,2012-05-23,1800, LO,35.9N,66.0W,25
47486,AL022012,              BERYL,2012-05-25,1200, LO,30.1N,76.1W,30
47487,AL022012,              BERYL,2012-05-25,1800, LO,31.1N,75.1W,35
47488,AL022012,              BERYL,2012-05-26,0, SS,32.3N,75.0W,40
47489,AL022012,              BERYL,2012-05-26,600, SS,32.4N,75.3W,40
47490,AL022012,              BERYL,2012-05-26,1200, SS,32.0N,75.9W,40
47491,AL022012,              BERYL,2012-05-26,1800, SS,31.5N,76.2W,40
47492,AL022012,              BERYL,2012-05-27,0, SS,31.1N,77.0W,45
47493,AL022012,              BERYL,2012-05-27,600, SS,30.7N,78.0W,45
47494,AL022012,              BERYL,2012-05-27,1200, SS,30.3N,78.9W,50
47495,AL022012,              BERYL,2012-05-27,1800, TS,30.1N,79.8W,55
47496,AL022012,              BERYL,2012-05-27,2300, TS,30.1N,80.5W,60
47497,AL022012,              BERYL,2012-05-28,0, TS,30.1N,80.7W,60
47498,AL022012,              BERYL,2012-05-28,410, TS,30.2N,81.4W,55
47499,AL022012,              BERYL,2012-05-28,600, TS,30.2N,81.7W,50
47500,AL022012,              BERYL,2012-05-28,1200, TD,30.4N,82.5W,30
47501,AL022012,              BERYL,2012-05-28,1800, TD,30.5N,83.0W,30
47502,AL022012,              BERYL,2012-05-29,0, TD,30.6N,83.2W,25
47503,AL022012,              BERYL,2012-05-29,600, TD,30.8N,83.4W,25
47504,AL022012,              BERYL,2012-05-29,1200, TD,31.3N,83.0W,25
47505,AL022012,              BERYL,2012-05-29,1800, TD,31.7N,82.7W,25
47506,AL022012,              BERYL,2012-05-30,0, TD,32.0N,81.8W,25
47507,AL022012,              BERYL,2012-05-30,600, TS,32.6N,80.6W,35
47508,AL022012,              BERYL,2012-05-30,1200, TS,33.7N,78.9W,40
47509,AL022012,              BERYL,2012-05-30,1800, LO,34.5N,77.1W,40
47510,AL022012,              BERYL,2012-05-31,0, LO,35.4N,75.1W,45
47511,AL022012,              BERYL,2012-05-31,600, LO,36.3N,72.9W,40
47512,AL022012,              BERYL,2012-05-31,1200, LO,37.1N,70.4W,35
47513,AL022012,              BERYL,2012-05-31,1800, LO,37.8N,67.6W,35
47514,AL022012,              BERYL,2012-06-01,0, EX,38.7N,65.0W,35
47515,AL022012,              BERYL,2012-06-01,600, EX,39.4N,62.4W,35
47516,AL022012,              BERYL,2012-06-01,1200, EX,39.4N,59.8W,35
47517,AL022012,              BERYL,2012-06-01,1800, EX,38.5N,57.5W,35
47518,AL022012,              BERYL,2012-06-02,0, EX,38.1N,53.2W,35
47519,AL032012,              CHRIS,2012-06-17,0, LO,28.8N,68.8W,20
47520,AL032012,              CHRIS,2012-06-17,600, LO,29.3N,66.9W,25
47521,AL032012,              CHRIS,2012-06-17,1200, LO,30.4N,65.4W,30
47522,AL032012,              CHRIS,2012-06-17,1800, LO,31.8N,64.2W,35
47523,AL032012,              CHRIS,2012-06-18,0, LO,33.4N,63.5W,35
47524,AL032012,              CHRIS,2012-06-18,600, LO,35.1N,62.8W,35
47525,AL032012,              CHRIS,2012-06-18,1200, LO,36.7N,62.0W,35
47526,AL032012,              CHRIS,2012-06-18,1800, SS,38.0N,61.3W,40
47527,AL032012,              CHRIS,2012-06-19,0, SS,38.6N,60.4W,40
47528,AL032012,              CHRIS,2012-06-19,600, SS,39.1N,59.6W,40
47529,AL032012,              CHRIS,2012-06-19,1200, TS,39.4N,58.7W,40
47530,AL032012,              CHRIS,2012-06-19,1800, TS,39.5N,58.0W,40
47531,AL032012,              CHRIS,2012-06-20,0, TS,38.9N,56.7W,40
47532,AL032012,              CHRIS,2012-06-20,600, TS,38.3N,54.7W,40
47533,AL032012,              CHRIS,2012-06-20,1200, TS,38.1N,52.5W,45
47534,AL032012,              CHRIS,2012-06-20,1800, TS,38.2N,50.2W,50
47535,AL032012,              CHRIS,2012-06-21,0, TS,38.6N,47.5W,60
47536,AL032012,              CHRIS,2012-06-21,600, HU,39.5N,45.5W,70
