ID,Name,Month,Year,Time,Status,Latitude,Longitude,Maximum Wind
AL011851,            UNNAMED,June,1851,2100, HU,28.2N,97.0W,80
AL011852,            UNNAMED,August,1852,1800, HU,31.2N,88.6W,100
AL011854,            UNNAMED,June,1854,1800, HU,26.2N,97.0W,70
AL011855,            UNNAMED,August,1855,1200, HU,22.2N,98.0W,90
AL011856,            UNNAMED,August,1856,1800, HU,30.0N,91.8W,130
AL011858,            UNNAMED,June,1858,1200, HU,19.0N,85.5W,70
AL011859,            UNNAMED,July,1859,1200, HU,21.5N,97.5W,90
AL011860,            UNNAMED,August,1860,2000, HU,31.0N,90.3W,110
AL011861,            UNNAMED,July,1861,1800, HU,37.0N,70.1W,90
AL011863,            UNNAMED,August,1863,1800, HU,42.0N,50.8W,90
AL011864,            UNNAMED,July,1864,1800, HU,39.7N,76.0W,70
AL011866,            UNNAMED,July,1866,1800, HU,28.5N,96.5W,90
AL011867,            UNNAMED,June,1867,1400, HU,32.9N,79.9W,70
AL011868,            UNNAMED,September,1868,1800, HU,45.5N,69.0W,90
AL011869,            UNNAMED,August,1869,1800, HU,43.5N,47.5W,90
AL011870,            UNNAMED,July,1870,1800, HU,30.5N,88.0W,70
AL011875,            UNNAMED,August,1875,1800, HU,43.5N,74.5W,70
AL011876,            UNNAMED,September,1876,1800, HU,43.5N,60.8W,80
AL011879,            UNNAMED,August,1879,1800, HU,43.2N,67.5W,70
AL011882,            UNNAMED,August,1882,1800, HU,45.0N,52.0W,70
AL011883,            UNNAMED,August,1883,1800, HU,49.3N,70.3W,80
AL011884,            UNNAMED,September,1884,1800, HU,43.5N,62.5W,70
AL011885,            UNNAMED,August,1885,1800, HU,49.7N,60.7W,80
AL011886,            UNNAMED,June,1886,1800, HU,29.9N,95.3W,85
AL011888,            UNNAMED,June,1888,1800, HU,28.7N,95.7W,70
AL011889,            UNNAMED,May,1889,1800, HU,33.7N,74.9W,70
AL011891,            UNNAMED,July,1891,2200, HU,29.2N,95.6W,80
AL011893,            UNNAMED,June,1893,1800, HU,44.0N,72.9W,65
AL011896,            UNNAMED,July,1896,1800, HU,30.5N,86.7W,85
AL011897,            UNNAMED,September,1897,1800, HU,46.3N,50.2W,85
AL011898,            UNNAMED,August,1898,2300, HU,29.8N,84.9W,70
AL011900,            UNNAMED,September,1900,1800, HU,31.0N,96.9W,125
AL011903,            UNNAMED,July,1903,1800, HU,37.9N,71.6W,70
AL011904,            UNNAMED,June,1904,1800, HU,19.4N,78.5W,70
AL011908,            UNNAMED,March,1908,1800, HU,21.6N,63.7W,85
AL011913,            UNNAMED,June,1913,1800, HU,27.1N,97.4W,65
AL011915,            UNNAMED,August,1915,1800, HU,28.7N,80.8W,65
AL011918,            UNNAMED,August,1918,1800, HU,29.8N,93.2W,105
AL011920,            UNNAMED,September,1920,1800, HU,39.0N,52.3W,95
AL011921,            UNNAMED,June,1921,1800, HU,28.5N,95.9W,80
AL011925,            UNNAMED,August,1925,1800, HU,39.1N,65.1W,70
AL011926,            UNNAMED,July,1926,1800, HU,29.2N,81.1W,120
AL011927,            UNNAMED,August,1927,1800, HU,40.8N,73.2W,110
AL011928,            UNNAMED,August,1928,1800, HU,27.6N,80.5W,90
AL011929,            UNNAMED,June,1929,2100, HU,28.8N,97.1W,80
AL011930,            UNNAMED,August,1930,1800, HU,39.5N,66.0W,110
AL011934,            UNNAMED,June,1934,1900, HU,29.7N,93.7W,85
AL011938,            UNNAMED,January,1938,1800, HU,24.9N,41.8W,70
AL011943,            UNNAMED,July,1943,1800, HU,29.7N,95.1W,90
AL011944,            UNNAMED,July,1944,1800, HU,34.0N,75.6W,70
AL011945,            UNNAMED,June,1945,1800, HU,39.4N,86.5W,85
AL011949,            UNNAMED,August,1949,1800, HU,37.4N,76.7W,95
AL011950,               ABLE,August,1950,1800, HU,44.6N,75.5W,110
AL011961,               ANNA,July,1961,1800, HU,16.6N,88.3W,100
AL011962,               ALMA,August,1962,1800, HU,41.5N,75.3W,85
AL011963,             ARLENE,August,1963,1800, HU,40.0N,69.7W,90
AL011966,               ALMA,June,1966,1800, HU,34.3N,84.6W,110
AL011968,               ABBY,June,1968,1800, HU,25.1N,83.6W,65
AL011970,               ALMA,May,1970,1800, HU,17.2N,81.9W,70
AL011982,            ALBERTO,June,1982,1800, HU,24.8N,83.6W,75
AL011995,            ALLISON,June,1995,1800, HU,27.6N,86.2W,65
AL012004,               ALEX,August,2004,1800, HU,46.1N,77.4W,105
AL012010,               ALEX,June,2010,1800, HU,24.3N,98.4W,95
AL012014,             ARTHUR,July,2014,1800, HU,40.2N,79.2W,85
AL021851,            UNNAMED,July,1851,1200, HU,22.2N,97.6W,80
AL021852,            UNNAMED,September,1852,1200, HU,17.7N,66.1W,70
AL021855,            UNNAMED,August,1855,1800, HU,54.0N,42.0W,90
AL021856,            UNNAMED,August,1856,1800, HU,12.1N,65.6W,70
AL021857,            UNNAMED,September,1857,1800, HU,46.0N,78.3W,90
AL021858,            UNNAMED,August,1858,1200, HU,45.0N,40.0W,70
AL021859,            UNNAMED,August,1859,1800, HU,42.0N,67.0W,90
AL021860,            UNNAMED,August,1860,1800, HU,42.0N,75.9W,90
AL021861,            UNNAMED,August,1861,1800, HU,25.4N,83.5W,80
AL021862,            UNNAMED,August,1862,1800, HU,44.5N,71.5W,90
AL021863,            UNNAMED,August,1863,1800, HU,42.2N,58.5W,90
AL021866,            UNNAMED,August,1866,1800, HU,20.2N,96.5W,90
AL021867,            UNNAMED,July,1867,1800, HU,44.5N,76.5W,90
AL021869,            UNNAMED,August,1869,1800, HU,28.1N,96.8W,90
AL021870,            UNNAMED,September,1870,1800, HU,46.3N,71.6W,90
AL021872,            UNNAMED,September,1872,1800, HU,44.9N,62.3W,90
AL021873,            UNNAMED,August,1873,1800, HU,48.2N,68.6W,100
AL021874,            UNNAMED,August,1874,1800, HU,46.0N,62.0W,70
AL021875,            UNNAMED,September,1875,1800, HU,47.5N,60.6W,70
AL021876,            UNNAMED,September,1876,1800, HU,36.0N,78.6W,100
AL021877,            UNNAMED,September,1877,2000, HU,30.4N,95.1W,70
AL021878,            UNNAMED,August,1878,1800, HU,23.0N,97.5W,70
AL021879,            UNNAMED,August,1879,1800, HU,41.4N,78.4W,100
AL021880,            UNNAMED,August,1880,1800, HU,26.5N,98.5W,130
AL021882,            UNNAMED,September,1882,1800, HU,31.1N,88.8W,110
AL021883,            UNNAMED,August,1883,1800, HU,46.5N,68.8W,110
AL021884,            UNNAMED,September,1884,1800, HU,38.2N,57.7W,100
AL021885,            UNNAMED,August,1885,1800, HU,46.0N,80.8W,90
AL021886,            UNNAMED,June,1886,1800, HU,31.3N,85.7W,85
AL021889,            UNNAMED,June,1889,1800, HU,22.8N,85.0W,65
AL021891,            UNNAMED,August,1891,1800, HU,38.8N,64.6W,65
AL021892,            UNNAMED,August,1892,1800, HU,41.7N,68.6W,65
AL021893,            UNNAMED,July,1893,1800, HU,17.9N,88.2W,85
AL021895,            UNNAMED,August,1895,1800, HU,25.0N,97.9W,95
AL021896,            UNNAMED,September,1896,1800, HU,41.2N,77.3W,100
AL021897,            UNNAMED,September,1897,1800, HU,29.8N,94.1W,75
AL021898,            UNNAMED,August,1898,1800, HU,32.1N,80.8W,75
AL021899,            UNNAMED,July,1899,1800, HU,29.8N,84.8W,85
AL021900,            UNNAMED,September,1900,1800, HU,36.5N,65.7W,105
AL021902,            UNNAMED,June,1902,1200, HU,26.4N,97.0W,70
AL021903,            UNNAMED,August,1903,1800, HU,23.1N,97.6W,105
AL021904,            UNNAMED,September,1904,1800, HU,33.1N,79.2W,70
AL021906,            UNNAMED,June,1906,1800, HU,36.7N,81.5W,90
AL021908,            UNNAMED,May,1908,2100, HU,35.6N,78.8W,65
AL021909,            UNNAMED,June,1909,1800, HU,26.2N,97.3W,85
AL021911,            UNNAMED,August,1911,2200, HU,30.4N,87.7W,70
AL021915,            UNNAMED,August,1915,1800, HU,29.6N,95.9W,125
AL021916,            UNNAMED,July,1916,2100, HU,30.8N,88.6W,105
AL021918,            UNNAMED,August,1918,1800, HU,16.1N,87.6W,90
AL021919,            UNNAMED,September,1919,2100, HU,27.4N,98.0W,130
AL021920,            UNNAMED,September,1920,1800, HU,29.1N,90.8W,85
AL021921,            UNNAMED,September,1921,0, HU,22.4N,97.6W,70
AL021922,            UNNAMED,September,1922,1800, HU,39.0N,67.8W,105
AL021923,            UNNAMED,September,1923,1800, HU,41.8N,61.0W,90
AL021926,            UNNAMED,August,1926,1800, HU,41.6N,66.2W,105
AL021927,            UNNAMED,September,1927,1800, HU,30.4N,56.2W,80
AL021928,            UNNAMED,August,1928,1800, HU,19.1N,76.9W,80
AL021929,            UNNAMED,September,1929,1800, HU,30.2N,86.2W,135
AL021930,            UNNAMED,September,1930,1800, HU,38.2N,78.0W,135
AL021932,            UNNAMED,August,1932,1800, HU,29.7N,96.3W,130
AL021933,            UNNAMED,June,1933,1800, HU,9.9N,97.5W,95
AL021934,            UNNAMED,July,1934,1800, HU,42.8N,68.3W,80
AL021935,            UNNAMED,August,1935,1800, HU,45.2N,68.5W,115
AL021939,            UNNAMED,August,1939,2300, HU,30.4N,86.4W,65
AL021940,            UNNAMED,August,1940,2100, HU,29.8N,94.3W,85
AL021941,            UNNAMED,September,1941,2200, HU,29.8N,95.6W,110
AL021942,            UNNAMED,August,1942,1800, HU,29.5N,94.6W,70
AL021946,            UNNAMED,July,1946,1800, HU,38.2N,72.1W,70
AL021947,            UNNAMED,August,1947,1800, HU,22.0N,98.3W,95
AL021949,            UNNAMED,August,1949,2300, HU,31.8N,82.9W,115
AL021950,              BAKER,August,1950,1800, HU,30.7N,89.0W,90
AL021951,               ABLE,May,1951,1800, HU,37.6N,78.9W,80
AL021952,               ABLE,August,1952,1800, HU,32.9N,80.8W,85
AL021955,             CONNIE,August,1955,1800, HU,36.3N,77.1W,120
AL021956,               ANNA,July,1956,2100, HU,21.7N,97.5W,75
AL021957,             AUDREY,June,1957,1800, HU,30.6N,93.8W,110
AL021960,               ABBY,July,1960,1400, HU,16.5N,88.4W,70
AL021961,              BETSY,September,1961,1800, HU,47.7N,60.0W,120
AL021963,             BEULAH,August,1963,1800, HU,45.8N,60.4W,105
AL021965,               ANNA,August,1965,1800, HU,49.1N,51.6W,80
AL021966,              BECKY,July,1966,1800, HU,39.5N,54.4W,65
AL021968,             BRENDA,June,1968,1800, HU,35.7N,68.4W,65
AL021972,              AGNES,June,1972,1800, HU,29.6N,85.7W,75
AL021985,                BOB,July,1985,1800, HU,32.2N,80.5W,65
AL021986,             BONNIE,June,1986,1800, HU,29.9N,94.3W,75
AL021987,             ARLENE,August,1987,1800, HU,48.5N,43.0W,65
AL021996,             BERTHA,July,1996,2000, HU,35.0N,78.6W,100
AL021998,             BONNIE,August,1998,1800, HU,36.7N,77.8W,100
AL022008,             BERTHA,July,2008,2100, HU,43.7N,62.5W,110
AL031852,            UNNAMED,September,1852,1800, HU,34.0N,90.4W,70
AL031853,            UNNAMED,September,1853,1800, HU,46.2N,74.3W,130
AL031854,            UNNAMED,September,1854,2000, HU,40.2N,81.5W,110
AL031855,            UNNAMED,August,1855,1200, HU,12.5N,83.0W,70
AL031857,            UNNAMED,September,1857,1800, HU,32.5N,73.5W,70
AL031858,            UNNAMED,September,1858,1800, HU,41.4N,78.5W,90
AL031859,            UNNAMED,September,1859,1800, HU,17.5N,65.4W,70
AL031860,            UNNAMED,September,1860,1200, HU,40.0N,50.5W,70
AL031861,            UNNAMED,August,1861,1800, HU,49.0N,62.0W,90
AL031862,            UNNAMED,September,1862,1800, HU,42.5N,73.1W,90
AL031863,            UNNAMED,August,1863,1800, HU,44.5N,73.1W,90
AL031864,            UNNAMED,August,1864,1800, HU,17.6N,88.1W,70
AL031866,            UNNAMED,September,1866,1800, HU,45.5N,68.1W,70
AL031867,            UNNAMED,August,1867,1200, HU,14.0N,77.0W,90
AL031868,            UNNAMED,October,1868,1800, HU,19.7N,86.1W,90
AL031869,            UNNAMED,August,1869,1800, HU,35.4N,47.4W,70
AL031871,            UNNAMED,August,1871,1800, HU,29.0N,82.1W,100
AL031872,            UNNAMED,September,1872,1800, HU,44.2N,63.8W,70
AL031873,            UNNAMED,September,1873,1800, HU,34.5N,89.9W,70
AL031874,            UNNAMED,September,1874,1800, HU,41.3N,67.0W,80
AL031875,            UNNAMED,September,1875,2100, HU,28.8N,97.3W,100
AL031877,            UNNAMED,September,1877,1800, HU,40.3N,64.1W,70
AL031878,            UNNAMED,August,1878,1800, HU,49.8N,60.5W,80
AL031879,            UNNAMED,August,1879,1800, HU,30.8N,94.4W,90
AL031880,            UNNAMED,August,1880,1800, HU,19.0N,77.3W,80
AL031881,            UNNAMED,August,1881,1800, HU,27.7N,50.9W,80
AL031883,            UNNAMED,September,1883,1800, HU,34.4N,78.6W,110
AL031884,            UNNAMED,September,1884,1800, HU,46.0N,76.0W,80
AL031886,            UNNAMED,June,1886,2100, HU,30.4N,86.7W,85
AL031888,            UNNAMED,August,1888,1900, HU,31.8N,91.0W,110
AL031889,            UNNAMED,August,1889,1800, HU,37.5N,72.0W,70
AL031890,            UNNAMED,September,1890,1800, HU,47.2N,69.8W,105
AL031891,            UNNAMED,August,1891,1800, HU,25.4N,80.2W,110
AL031892,            UNNAMED,September,1892,1800, HU,47.0N,54.6W,85
AL031893,            UNNAMED,August,1893,1800, HU,42.2N,75.8W,105
AL031894,            UNNAMED,September,1894,1800, HU,51.3N,59.7W,100
AL031896,            UNNAMED,September,1896,1800, HU,60.0N,74.1W,85
AL031898,            UNNAMED,September,1898,1800, HU,48.6N,42.1W,70
AL031899,            UNNAMED,September,1899,1800, HU,39.7N,79.1W,130
AL031900,            UNNAMED,September,1900,1800, HU,30.4N,39.9W,85
AL031901,            UNNAMED,July,1901,1800, HU,36.1N,75.8W,70
AL031902,            UNNAMED,September,1902,1800, HU,33.6N,53.0W,85
AL031903,            UNNAMED,September,1903,2300, HU,30.3N,85.7W,80
AL031904,            UNNAMED,October,1904,1800, HU,17.6N,85.2W,70
AL031908,            UNNAMED,July,1908,1800, HU,34.7N,78.3W,70
AL031910,            UNNAMED,September,1910,2200, HU,26.9N,97.6W,95
AL031911,            UNNAMED,August,1911,1800, HU,32.2N,81.0W,85
AL031915,            UNNAMED,September,1915,1800, HU,37.1N,66.7W,105
AL031916,            UNNAMED,July,1916,1800, HU,39.9N,73.3W,90
AL031917,            UNNAMED,September,1917,1800, HU,40.2N,63.8W,105
AL031918,            UNNAMED,August,1918,2100, HU,34.8N,77.0W,65
AL031919,            UNNAMED,September,1919,1800, HU,41.0N,68.4W,85
AL031920,            UNNAMED,September,1920,1800, HU,32.7N,77.5W,75
AL031921,            UNNAMED,September,1921,1800, HU,44.5N,69.5W,110
AL031922,            UNNAMED,September,1922,1800, HU,34.3N,77.0W,70
AL031924,            UNNAMED,August,1924,1800, HU,40.9N,77.9W,105
AL031926,            UNNAMED,August,1926,2300, HU,29.9N,91.0W,100
AL031927,            UNNAMED,September,1927,1800, HU,29.5N,47.5W,70
AL031932,            UNNAMED,September,1932,1800, HU,30.3N,88.2W,75
AL031934,            UNNAMED,July,1934,1800, HU,28.1N,97.0W,75
AL031935,            UNNAMED,September,1935,2200, HU,38.7N,83.4W,160
AL031936,            UNNAMED,June,1936,1600, HU,27.9N,97.0W,70
AL031938,            UNNAMED,August,1938,1800, HU,29.8N,93.4W,85
AL031940,            UNNAMED,August,1940,2000, HU,32.2N,81.3W,85
AL031941,            UNNAMED,September,1941,1800, HU,35.9N,73.8W,70
AL031942,            UNNAMED,August,1942,1800, HU,29.4N,98.6W,100
AL031943,            UNNAMED,August,1943,1800, HU,37.8N,67.6W,120
AL031944,            UNNAMED,August,1944,2300, HU,33.9N,78.1W,70
AL031947,            UNNAMED,August,1947,2200, HU,29.3N,95.0W,70
AL031948,            UNNAMED,September,1948,1800, HU,37.0N,75.3W,105
AL031950,            CHARLIE,September,1950,1800, HU,37.1N,61.5W,95
AL031953,            BARBARA,August,1953,1800, HU,40.1N,76.5W,80
AL031954,              ALICE,June,1954,1800, HU,25.6N,98.1W,95
AL031955,              DIANE,August,1955,1800, HU,33.2N,77.4W,90
AL031956,              BETSY,August,1956,1800, HU,40.8N,77.0W,105
AL031958,               CLEO,August,1958,1800, HU,42.4N,56.5W,120
AL031959,            UNNAMED,June,1959,1200, HU,38.4N,70.0W,75
AL031961,              CARLA,September,1961,1800, HU,29.5N,97.2W,150
AL031965,              BETSY,September,1965,1800, HU,30.8N,91.8W,135
AL031966,              CELIA,July,1966,1800, HU,42.9N,67.9W,70
AL031983,             ALICIA,August,1983,1800, HU,29.7N,95.5W,100
AL031985,          CLAUDETTE,August,1985,1800, HU,36.4N,52.5W,75
AL031990,             BERTHA,July,1990,1800, HU,44.2N,73.6W,70
AL031991,                BOB,August,1991,1800, HU,41.4N,77.1W,100
AL031996,              CESAR,July,1996,1800, HU,12.3N,84.2W,75
AL031997,               BILL,July,1997,1800, HU,39.6N,61.1W,65
AL031999,               BRET,August,1999,1800, HU,27.0N,97.9W,125
AL032000,            ALBERTO,August,2000,1800, HU,48.3N,58.6W,110
AL032004,            CHARLEY,August,2004,2045, HU,33.8N,82.9W,130
AL032005,              CINDY,July,2005,300, HU,29.2N,90.3W,65
AL032009,               BILL,August,2009,1800, HU,46.3N,68.9W,115
AL032012,              CHRIS,June,2012,1800, HU,41.9N,45.5W,75
AL032014,             BERTHA,August,2014,1800, HU,30.5N,73.6W,70
AL041851,            UNNAMED,August,1851,2100, HU,31.6N,86.6W,100
AL041852,            UNNAMED,September,1852,1800, HU,34.9N,74.6W,80
AL041853,            UNNAMED,September,1853,1800, HU,48.0N,53.0W,100
AL041854,            UNNAMED,September,1854,2100, HU,29.2N,96.1W,90
AL041857,            UNNAMED,September,1857,1800, HU,21.7N,87.9W,90
AL041858,            UNNAMED,September,1858,1800, HU,44.7N,63.8W,80
AL041859,            UNNAMED,September,1859,1800, HU,49.0N,57.5W,90
AL041860,            UNNAMED,September,1860,1800, HU,30.8N,89.8W,90
AL041861,            UNNAMED,September,1861,1200, HU,28.5N,50.0W,70
AL041863,            UNNAMED,August,1863,1800, HU,39.5N,75.5W,90
AL041865,            UNNAMED,September,1865,2100, HU,30.4N,93.5W,90
AL041866,            UNNAMED,September,1866,1200, HU,15.0N,29.5W,70
AL041867,            UNNAMED,September,1867,1800, HU,36.8N,71.6W,70
AL041868,            UNNAMED,October,1868,1800, HU,37.5N,73.3W,90
AL041870,            UNNAMED,September,1870,1800, HU,46.0N,66.6W,110
AL041871,            UNNAMED,August,1871,1800, HU,28.3N,81.3W,100
AL041872,            UNNAMED,October,1872,1800, HU,40.5N,50.0W,70
AL041876,            UNNAMED,October,1876,1800, HU,13.6N,84.5W,90
AL041877,            UNNAMED,September,1877,1800, HU,30.7N,87.8W,100
AL041878,            UNNAMED,August,1878,1800, HU,37.5N,73.0W,90
AL041879,            UNNAMED,September,1879,1800, HU,29.9N,91.7W,110
AL041880,            UNNAMED,August,1880,1800, HU,29.8N,85.0W,90
AL041881,            UNNAMED,August,1881,1800, HU,40.0N,69.5W,70
AL041884,            UNNAMED,October,1884,1800, HU,28.4N,75.6W,90
AL041885,            UNNAMED,September,1885,1800, HU,42.3N,74.0W,80
AL041886,            UNNAMED,July,1886,1800, HU,45.1N,85.3W,75
AL041887,            UNNAMED,July,1887,1800, HU,30.9N,87.7W,85
AL041888,            UNNAMED,September,1888,1800, HU,23.0N,94.3W,110
AL041889,            UNNAMED,September,1889,1800, HU,38.3N,72.1W,90
AL041890,            UNNAMED,October,1890,1800, HU,14.7N,83.3W,80
AL041891,            UNNAMED,September,1891,1800, HU,50.9N,71.5W,85
AL041893,            UNNAMED,August,1893,1800, HU,40.7N,74.0W,100
AL041894,            UNNAMED,September,1894,1900, HU,38.4N,82.0W,105
AL041896,            UNNAMED,September,1896,1800, HU,35.7N,85.5W,110
AL041898,            UNNAMED,September,1898,1800, HU,42.2N,69.3W,95
AL041899,            UNNAMED,September,1899,1800, HU,34.5N,72.0W,90
AL041901,            UNNAMED,August,1901,2100, HU,30.5N,89.8W,80
AL041902,            UNNAMED,October,1902,1800, HU,26.2N,93.7W,90
AL041903,            UNNAMED,September,1903,1800, HU,39.3N,74.7W,85
AL041904,            UNNAMED,October,1904,1800, HU,25.3N,80.3W,70
AL041905,            UNNAMED,October,1905,1800, HU,37.9N,68.6W,105
AL041906,            UNNAMED,September,1906,1800, HU,42.2N,76.6W,115
AL041909,            UNNAMED,July,1909,1800, HU,29.3N,96.5W,100
AL041910,            UNNAMED,September,1910,1800, HU,40.1N,63.7W,85
AL041911,            UNNAMED,September,1911,1800, HU,12.8N,83.4W,85
AL041912,            UNNAMED,September,1912,1800, HU,30.3N,88.4W,80
AL041913,            UNNAMED,September,1913,1800, HU,34.7N,76.6W,75
AL041915,            UNNAMED,September,1915,1800, HU,30.2N,85.4W,85
AL041916,            UNNAMED,July,1916,1800, HU,33.2N,79.7W,100
AL041917,            UNNAMED,September,1917,1800, HU,30.9N,89.4W,130
AL041921,            UNNAMED,September,1921,1800, HU,40.1N,65.0W,80
AL041922,            UNNAMED,October,1922,1800, HU,20.7N,93.0W,95
AL041923,            UNNAMED,September,1923,1800, HU,42.0N,64.5W,70
AL041924,            UNNAMED,September,1924,1800, HU,34.1N,68.9W,95
AL041926,            UNNAMED,September,1926,1800, HU,39.9N,71.3W,115
AL041927,            UNNAMED,September,1927,1800, HU,38.9N,61.5W,95
AL041928,            UNNAMED,September,1928,1900, HU,32.5N,82.2W,140
AL041932,            UNNAMED,September,1932,1800, HU,40.3N,77.6W,140
AL041937,            UNNAMED,September,1937,1800, HU,35.0N,63.8W,85
AL041938,            UNNAMED,August,1938,1800, HU,23.9N,97.4W,105
AL041940,            UNNAMED,September,1940,1800, HU,41.7N,74.3W,95
AL041941,            UNNAMED,September,1941,1800, HU,16.3N,87.7W,115
AL041942,            UNNAMED,August,1942,1800, HU,39.0N,63.5W,95
AL041943,            UNNAMED,September,1943,1800, HU,42.2N,63.3W,105
AL041944,            UNNAMED,August,1944,1800, HU,20.2N,89.3W,105
AL041946,            UNNAMED,September,1946,1800, HU,36.9N,77.2W,85
AL041947,            UNNAMED,September,1947,1900, HU,30.1N,90.7W,125
AL041949,            UNNAMED,September,1949,1800, HU,42.4N,67.4W,110
AL041950,                DOG,September,1950,1800, HU,37.9N,72.2W,125
AL041951,            CHARLIE,August,1951,1900, HU,22.3N,98.2W,115
AL041952,              BAKER,September,1952,1800, HU,40.4N,71.2W,95
AL041953,              CAROL,September,1953,2200, HU,45.3N,70.5W,140
AL041955,              EDITH,August,1955,1800, HU,39.6N,63.6W,85
AL041957,             CARRIE,September,1957,1800, HU,39.2N,64.3W,120
AL041958,              DAISY,August,1958,1800, HU,40.0N,77.1W,115
AL041959,              CINDY,July,1959,1800, HU,33.0N,79.6W,65
AL041960,               CLEO,August,1960,1800, HU,40.0N,71.8W,75
AL041961,             DEBBIE,September,1961,1800, HU,55.7N,8.5W,105
AL041962,              DAISY,October,1962,1800, HU,44.1N,69.8W,95
AL041963,              CINDY,September,1963,1800, HU,30.0N,94.6W,70
AL041965,              CAROL,September,1965,1800, HU,42.8N,43.0W,85
AL041966,            DOROTHY,July,1966,1800, HU,42.4N,42.2W,75
AL041970,              CELIA,August,1970,1800, HU,28.1N,97.8W,110
AL041971,            UNNAMED,August,1971,1800, HU,58.0N,49.0W,75
AL041973,              ALICE,July,1973,1800, HU,40.3N,65.4W,80
AL041975,            BLANCHE,July,1975,1800, HU,41.2N,70.0W,75
AL041979,                BOB,July,1979,1200, HU,29.1N,91.6W,65
AL041980,              ALLEN,August,1980,1800, HU,27.3N,99.0W,165
AL041983,              BARRY,August,1983,1800, HU,25.5N,97.5W,70
AL041985,              DANNY,August,1985,1800, HU,30.0N,92.7W,80
AL041988,              DEBBY,September,1988,1800, HU,20.8N,97.3W,65
AL041989,            CHANTAL,August,1989,1300, HU,29.6N,94.4W,70
AL041992,             ANDREW,August,1992,2100, HU,30.1N,91.7W,150
AL041994,              CHRIS,August,1994,1800, HU,21.3N,55.6W,70
AL041996,              DOLLY,August,1996,1800, HU,21.6N,97.7W,70
AL041998,           DANIELLE,September,1998,1800, HU,44.6N,74.3W,90
AL041999,              CINDY,August,1999,1800, HU,37.0N,58.5W,120
AL042003,          CLAUDETTE,July,2003,1800, HU,28.6N,96.9W,80
AL042004,           DANIELLE,August,2004,1800, HU,27.3N,40.6W,95
AL042005,             DENNIS,July,2005,1930, HU,30.4N,87.1W,130
AL042007,               DEAN,August,2007,1800, HU,20.5N,97.3W,150
AL042008,              DOLLY,July,2008,2000, HU,26.5N,97.8W,85
AL042014,          CRISTOBAL,August,2014,1800, HU,41.2N,72.2W,75
AL042015,              DANNY,August,2015,1800, HU,15.5N,52.7W,110
AL051852,            UNNAMED,October,1852,2100, HU,30.5N,86.9W,90
AL051855,            UNNAMED,September,1855,1800, HU,31.0N,89.5W,110
AL051856,            UNNAMED,August,1856,1800, HU,31.1N,87.4W,100
AL051858,            UNNAMED,September,1858,1800, HU,36.5N,74.1W,80
AL051859,            UNNAMED,September,1859,1800, HU,42.5N,89.0W,70
AL051861,            UNNAMED,September,1861,1700, HU,34.5N,78.0W,70
AL051862,            UNNAMED,October,1862,1800, HU,41.2N,69.6W,70
AL051863,            UNNAMED,September,1863,1800, HU,42.5N,64.1W,70
AL051864,            UNNAMED,October,1864,1800, HU,41.5N,72.5W,70
AL051866,            UNNAMED,September,1866,1800, HU,47.0N,62.5W,90
AL051869,            UNNAMED,September,1869,1800, HU,29.2N,90.0W,70
AL051870,            UNNAMED,September,1870,1800, HU,44.5N,69.8W,80
AL051871,            UNNAMED,September,1871,1800, HU,42.5N,70.4W,90
AL051872,            UNNAMED,October,1872,1200, HU,32.6N,78.2W,70
AL051873,            UNNAMED,September,1873,1800, HU,38.8N,86.5W,100
AL051875,            UNNAMED,October,1875,1800, HU,42.0N,69.5W,90
AL051876,            UNNAMED,October,1876,1800, HU,33.9N,82.3W,100
AL051878,            UNNAMED,September,1878,1800, HU,32.5N,83.5W,90
AL051880,            UNNAMED,September,1880,1800, HU,34.5N,64.5W,80
AL051881,            UNNAMED,August,1881,1800, HU,31.9N,81.9W,90
AL051882,            UNNAMED,September,1882,1800, HU,39.5N,75.0W,70
AL051885,            UNNAMED,September,1885,1800, HU,27.0N,57.2W,70
AL051886,            UNNAMED,August,1886,1800, HU,29.0N,98.0W,130
AL051889,            UNNAMED,September,1889,1800, HU,36.6N,55.3W,70
AL051891,            UNNAMED,September,1891,1800, HU,38.4N,64.1W,85
AL051892,            UNNAMED,September,1892,1800, HU,34.7N,50.9W,85
AL051893,            UNNAMED,August,1893,1800, HU,51.7N,66.1W,85
AL051894,            UNNAMED,October,1894,1800, HU,40.7N,88.4W,105
AL051895,            UNNAMED,October,1895,1800, HU,35.0N,82.0W,90
AL051896,            UNNAMED,October,1896,1800, HU,40.8N,76.0W,85
AL051897,            UNNAMED,October,1897,1800, HU,21.8N,80.8W,70
AL051899,            UNNAMED,September,1899,1800, HU,45.8N,70.0W,105
AL051906,            UNNAMED,September,1906,2200, HU,33.3N,79.2W,80
AL051910,            UNNAMED,October,1910,1800, HU,27.5N,85.5W,130
AL051912,            UNNAMED,October,1912,1800, HU,32.6N,75.8W,80
AL051913,            UNNAMED,October,1913,1400, HU,33.1N,79.4W,65
AL051918,            UNNAMED,September,1918,1800, HU,38.0N,67.3W,95
AL051920,            UNNAMED,September,1920,1800, HU,27.2N,88.9W,75
AL051923,            UNNAMED,September,1923,1800, HU,38.5N,76.4W,105
AL051924,            UNNAMED,September,1924,1400, HU,29.7N,87.0W,75
AL051926,            UNNAMED,September,1926,1800, HU,32.7N,55.3W,90
